Object ID,Object Name,Title,Culture,Medium,Link Resource,Link Image
54083,figure,五代 青銅鎏金觀音菩薩像|Bodhisattva Avalokiteshvara (Guanyin),China,Gilt bronze,http://www.metmuseum.org/art/collection/search/54083,https://collectionapi.metmuseum.org/api/collection/v1/iiif/54083/main-image
54207,figure,唐 青銅鎏金觀音菩薩像|Bodhisattva Avalokiteshvara (Guanyin),China,Gilt bronze,http://www.metmuseum.org/art/collection/search/54207,https://collectionapi.metmuseum.org/api/collection/v1/iiif/54207/main-image
54208,figure,隋 鎏金青銅觀音菩薩像|Bodhisattva Avalokiteshvara (Guanyin),China,Gilt bronze,http://www.metmuseum.org/art/collection/search/54208,https://collectionapi.metmuseum.org/api/collection/v1/iiif/54208/main-image
54245,figure,"獅吼觀音菩薩|Bodhisattva Avalokiteshvara of the Lion's Roar, or Simhanada Avalokiteshvara (Shi Hou Guanyin)",China,Wood (poplar) with pigment; single-woodblock construction,http://www.metmuseum.org/art/collection/search/54245,https://collectionapi.metmuseum.org/api/collection/v1/iiif/54245/main-image
57371,figure,,Korea,Gilt bronze,http://www.metmuseum.org/art/collection/search/57371,https://collectionapi.metmuseum.org/api/collection/v1/iiif/57371/main-image
57372,figure,,Korea,Bronze,http://www.metmuseum.org/art/collection/search/57372,https://collectionapi.metmuseum.org/api/collection/v1/iiif/57372/main-image
57571,figurine,,Korea,Gilt bronze,http://www.metmuseum.org/art/collection/search/57571,https://collectionapi.metmuseum.org/api/collection/v1/iiif/57571/main-image
57572,figurine,,Korea,Gilt bronze,http://www.metmuseum.org/art/collection/search/57572,https://collectionapi.metmuseum.org/api/collection/v1/iiif/57572/main-image
57578,figure,,Korea,Bronze,http://www.metmuseum.org/art/collection/search/57578,https://collectionapi.metmuseum.org/api/collection/v1/iiif/57578/main-image
57612,figure,明永樂 黃銅鎏金敏捷文殊菩薩像|Bodhisattva Manjushri as Tikshna-Manjushri (Minjie Wenshu),China,Gilt brass; lost-wax casting,http://www.metmuseum.org/art/collection/search/57612,https://collectionapi.metmuseum.org/api/collection/v1/iiif/57612/main-image
61507,figure,,China,"Stone, paint traces",http://www.metmuseum.org/art/collection/search/61507,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61507/main-image
61508,figure,,China,"Marble, paint traces",http://www.metmuseum.org/art/collection/search/61508,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61508/main-image
61509,figure,明    銅觀音菩薩像|Bodhisattva Guanyin,China,Leaded brass,http://www.metmuseum.org/art/collection/search/61509,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61509/main-image
61510,figure,,China,Gilt bronze,http://www.metmuseum.org/art/collection/search/61510,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61510/main-image
61511,figure,唐 鎏金青銅觀音菩薩立像|Standing Bodhisattva Avalokiteshvara (Guanyin),China,Gilt bronze,http://www.metmuseum.org/art/collection/search/61511,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61511/main-image
61512,figure,北魏 鎏金青銅佛造像|Standing Buddha,China,Gilt bronze,http://www.metmuseum.org/art/collection/search/61512,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61512/main-image
61513,figure,北魏 鎏金青銅佛造像|Seated Buddha,China,Gilt bronze,http://www.metmuseum.org/art/collection/search/61513,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61513/main-image
61535,figurine,隋？青銅思惟佛像|Seated bodhisattva in pensive pose,China,Bronze,http://www.metmuseum.org/art/collection/search/61535,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61535/main-image
61536,figure,隋 青銅菩薩立像|Bodhisattva,China,Bronze,http://www.metmuseum.org/art/collection/search/61536,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61536/main-image
61539,figure,唐 鎏金青銅觀音菩薩立像|Bodhisattva Avalokiteshvara (Guanyin),China,Gilt bronze,http://www.metmuseum.org/art/collection/search/61539,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61539/main-image
61548,figure,,China,"Wood, polychrome",http://www.metmuseum.org/art/collection/search/61548,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61548/main-image
61549,figure,唐  石雕阿彌陀佛像|Buddha,China,Marble,http://www.metmuseum.org/art/collection/search/61549,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61549/main-image
61551,figure,,China,"Wood, gilt traces",http://www.metmuseum.org/art/collection/search/61551,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61551/main-image
61552,figure,,China,Wood,http://www.metmuseum.org/art/collection/search/61552,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61552/main-image
61553,figure,,China,Wood,http://www.metmuseum.org/art/collection/search/61553,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61553/main-image
61556,figure,,China,Wood,http://www.metmuseum.org/art/collection/search/61556,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61556/main-image
61557,figure,,China,"Sunbaked mud, gilt traces",http://www.metmuseum.org/art/collection/search/61557,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61557/main-image
61561,figure,,China,Limestone,http://www.metmuseum.org/art/collection/search/61561,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61561/main-image
61564,figure,,China,Wood,http://www.metmuseum.org/art/collection/search/61564,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61564/main-image
61566,figure,,China,Unglazed pottery,http://www.metmuseum.org/art/collection/search/61566,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61566/main-image
61627,figure,"明早期    彩繪木雕阿彌陀佛乘孔雀像|Buddha, possibly Amitabha, on a peacock",China,Linden wood with traces of pigment,http://www.metmuseum.org/art/collection/search/61627,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61627/main-image
61656,figure,"金    木雕釋迦牟尼佛像|Buddha, probably Shakyamuni (Shijiamouni)",China,Willow wood with pigment,http://www.metmuseum.org/art/collection/search/61656,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61656/main-image
61658,figure,元至元十九年 彩繪木雕觀音菩薩像（柳木胎）|Bodhisattva Avalokiteshvara (Guanyin),China,Wood (wiillow) with traces of pigment; single woodblock construction,http://www.metmuseum.org/art/collection/search/61658,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61658/main-image
61660,headless figure,金 彩繪石雕菩薩像（大理石）|Bodhisattva,China,Marble with pigment,http://www.metmuseum.org/art/collection/search/61660,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61660/main-image
61661,figure,明天啟   檀木雕觀音菩薩像|Bodhisattva Guanyin,China,Sandalwood with lacquer,http://www.metmuseum.org/art/collection/search/61661,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61661/main-image
61666,figure,,China,"Wood (foxglove) with pigment, single-woodblock construction",http://www.metmuseum.org/art/collection/search/61666,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61666/main-image
61667,figure,,China,"Wood (foxglove) with pigment, single-woodblock construction",http://www.metmuseum.org/art/collection/search/61667,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61667/main-image
61678,figure,仿北魏？　石雕菩薩立像|Standing bodhisattva,China,Sandstone,http://www.metmuseum.org/art/collection/search/61678,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61678/main-image
61686,figure,明永樂    漆金木雕坐佛像|Seated Buddha,China,Lacquered and gilded wood,http://www.metmuseum.org/art/collection/search/61686,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61686/main-image
61689,figure,隋 石雕菩薩立像|Bodhisattva,China,Stone,http://www.metmuseum.org/art/collection/search/61689,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61689/main-image
61697,figure,,China,Lacquer,http://www.metmuseum.org/art/collection/search/61697,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61697/main-image
61701,figure,明   漆金木雕韋馱像|Bodhisattva Skanda,China,Lacquered and gilded wood,http://www.metmuseum.org/art/collection/search/61701,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61701/main-image
61703,figure,唐末至宋初  彩繪泥塑菩薩|Bodhisattva,China,Unfired clay with pigment,http://www.metmuseum.org/art/collection/search/61703,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61703/main-image
61704,figure,唐末至宋初  彩繪泥塑菩薩|Bodhisattva,China,Unfired clay with pigment,http://www.metmuseum.org/art/collection/search/61704,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61704/main-image
61705,figure,,China,Gilt bronze,http://www.metmuseum.org/art/collection/search/61705,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61705/main-image
61730,figure,北魏　石雕脅侍菩薩像|Attendant bodhisattva,China,Limestone,http://www.metmuseum.org/art/collection/search/61730,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61730/main-image
61734,figure,北魏　石雕脅侍菩薩像|Attendant bodhisattva,China,Limestone,http://www.metmuseum.org/art/collection/search/61734,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61734/main-image
61737,figurine,,China,Gilt bronze,http://www.metmuseum.org/art/collection/search/61737,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61737/main-image
61741,figure,隋（？） 鎏金青銅菩薩立像|Bodhisattva,China,"Gilt bronze, wood",http://www.metmuseum.org/art/collection/search/61741,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61741/main-image
61745,figure,,China,Wood,http://www.metmuseum.org/art/collection/search/61745,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61745/main-image
61747,figure,,China,Wood (foxglove) with pigment; single-woodblock construction,http://www.metmuseum.org/art/collection/search/61747,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61747/main-image
61765,figure,清康熙     檀木雕觀音像|Bodhisattva Guanyin,China,"Sandalwood with lacquer and gilding, single-woodblock construction",http://www.metmuseum.org/art/collection/search/61765,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61765/main-image
61767,figure,北魏　石雕菩薩坐像|Seated bodhisattva (Maitreya) with two lions,China,Limestone,http://www.metmuseum.org/art/collection/search/61767,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61767/main-image
61770,figure,東魏  彩繪石雕佛像|Buddha on a lotus pedestal,China,Gilt bronze,http://www.metmuseum.org/art/collection/search/61770,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61770/main-image
61772,figure,"唐 鎏金青銅文殊普薩坐像|Seated bodhisattva, probably Manjushri (Wenshu)",China,Gilt bronze,http://www.metmuseum.org/art/collection/search/61772,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61772/main-image
61773,headless figure,,China,Marble,http://www.metmuseum.org/art/collection/search/61773,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61773/main-image
61774,figurine,北齊至隋  鎏金青銅脇侍像|Buddhist monk,China,"Gilt leaded bronze, piece-mold cast",http://www.metmuseum.org/art/collection/search/61774,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61774/main-image
61776,headless figure,隋 石雕胁侍立像|Buddhist attendant (possibly Kasyapa),China,Sandstone with traces of pigment,http://www.metmuseum.org/art/collection/search/61776,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61776/main-image
61782,figure,唐  鎏金青銅菩薩坐像|Seated bodhisattva,China,Gilt bronze,http://www.metmuseum.org/art/collection/search/61782,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61782/main-image
61817,figure,北魏？青銅菩薩坐像|Seated bodhisattva,China,Bronze,http://www.metmuseum.org/art/collection/search/61817,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61817/main-image
61820,figure,"十六國時代  鎏金青銅釋迦牟尼佛坐像|Seated Buddha, probably Shakyamuni (Shijiamouni)",China,Gilt bronze; piece-mold cast,http://www.metmuseum.org/art/collection/search/61820,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61820/main-image
61823,figurine,唐？  鎏金青銅佛立像|Standing Buddha,China,Gilt bronze,http://www.metmuseum.org/art/collection/search/61823,https://collectionapi.metmuseum.org/api/collection/v1/iiif/61823/main-image
63532,figure,,Thailand,Bronze,http://www.metmuseum.org/art/collection/search/63532,https://collectionapi.metmuseum.org/api/collection/v1/iiif/63532/main-image
64386,figure,,Indonesia (Java),Bronze,http://www.metmuseum.org/art/collection/search/64386,https://collectionapi.metmuseum.org/api/collection/v1/iiif/64386/main-image
64967,figure,,China,"Wood (willow) with traces of pigment and gilding, single-woodblock construction",http://www.metmuseum.org/art/collection/search/64967,https://collectionapi.metmuseum.org/api/collection/v1/iiif/64967/main-image
65015,figure,,Burma,Bronze inlaid with silver and copper,http://www.metmuseum.org/art/collection/search/65015,https://collectionapi.metmuseum.org/api/collection/v1/iiif/65015/main-image
65397,figure,금동반가사유상 삼국|金銅半跏思惟像 三國|Pensive bodhisattva,Korea,Gilt bronze,http://www.metmuseum.org/art/collection/search/65397,https://collectionapi.metmuseum.org/api/collection/v1/iiif/65397/main-image
72301,figure,,Sri Lanka. western regions,Copper alloy with gilding,http://www.metmuseum.org/art/collection/search/72301,https://collectionapi.metmuseum.org/api/collection/v1/iiif/72301/main-image
72381,figure,,Pakistan (ancient region of Gandhara),Bronze with traces of gold leaf,http://www.metmuseum.org/art/collection/search/72381,https://collectionapi.metmuseum.org/api/collection/v1/iiif/72381/main-image
72382,figure,,Pakistan (ancient region of Gandhara) or Afghanistan,Brass,http://www.metmuseum.org/art/collection/search/72382,https://collectionapi.metmuseum.org/api/collection/v1/iiif/72382/main-image
72383,figure,,Pakistan (likely Swat Valley or Gilgit region),"Copper alloy, gilded and silvered, with silver inlay",http://www.metmuseum.org/art/collection/search/72383,https://collectionapi.metmuseum.org/api/collection/v1/iiif/72383/main-image
72384,figure,,India,Bronze,http://www.metmuseum.org/art/collection/search/72384,https://collectionapi.metmuseum.org/api/collection/v1/iiif/72384/main-image
72392,figure,,"India (Tamil Nadu, Nagapattinam)",Copper alloy,http://www.metmuseum.org/art/collection/search/72392,https://collectionapi.metmuseum.org/api/collection/v1/iiif/72392/main-image
72393,figure,,Thailand,Silver,http://www.metmuseum.org/art/collection/search/72393,https://collectionapi.metmuseum.org/api/collection/v1/iiif/72393/main-image
72394,figure,,Korea,Gilt bronze,http://www.metmuseum.org/art/collection/search/72394,https://collectionapi.metmuseum.org/api/collection/v1/iiif/72394/main-image
73150,figure,,Burma,Bronze,http://www.metmuseum.org/art/collection/search/73150,https://collectionapi.metmuseum.org/api/collection/v1/iiif/73150/main-image
73200,figure,遼 鎏金青銅大日如來像|Buddha Vairocana (Dari),China,Gilt bronze; lost-wax cast,http://www.metmuseum.org/art/collection/search/73200,https://collectionapi.metmuseum.org/api/collection/v1/iiif/73200/main-image
73225,figure,観音菩薩・勢至菩薩立像|Bodhisattva Kannon,Japan,"Wood with lacquer, gold leaf, and cut gold (kirikane) and metal 
",http://www.metmuseum.org/art/collection/search/73225,https://collectionapi.metmuseum.org/api/collection/v1/iiif/73225/main-image
73226,figure,観音菩薩・勢至菩薩立像|Bodhisattva Seishi,Japan,"Wood with lacquer, gold leaf, and cut gold (kirikane) and metal",http://www.metmuseum.org/art/collection/search/73226,https://collectionapi.metmuseum.org/api/collection/v1/iiif/73226/main-image
73383,figure,"清 黃銅鎏金尊勝佛母像|Buddhist Deity, Ushnishavijaya (Zun Sheng fo mu)",China,Gilt brass; lost-wax cast,http://www.metmuseum.org/art/collection/search/73383,https://collectionapi.metmuseum.org/api/collection/v1/iiif/73383/main-image
74532,figure,觀音|Bodhisattva Avalokiteshvara,China,"Leaded brass with pigment and gilding, lost-wax cast",http://www.metmuseum.org/art/collection/search/74532,https://collectionapi.metmuseum.org/api/collection/v1/iiif/74532/main-image
74832,figure,,Sri Lanka (Anuradhapura),Copper alloy,http://www.metmuseum.org/art/collection/search/74832,https://collectionapi.metmuseum.org/api/collection/v1/iiif/74832/main-image
75408,figure,,"Sri Lanka, Kandy district",Ivory with polychrome,http://www.metmuseum.org/art/collection/search/75408,https://collectionapi.metmuseum.org/api/collection/v1/iiif/75408/main-image
75409,figure,,Sri Lanka (Kandy district),Ivory,http://www.metmuseum.org/art/collection/search/75409,https://collectionapi.metmuseum.org/api/collection/v1/iiif/75409/main-image
75413,figure,,Sri Lanka. western regions,Copper alloy with gilding,http://www.metmuseum.org/art/collection/search/75413,https://collectionapi.metmuseum.org/api/collection/v1/iiif/75413/main-image
75414,figure,,"Sri Lanka, Kandy district",Copper alloy with gilding,http://www.metmuseum.org/art/collection/search/75414,https://collectionapi.metmuseum.org/api/collection/v1/iiif/75414/main-image
76445,figure,,Pakistan (Gilgit Kingdom),Gilt brass with silver and copper inlay,http://www.metmuseum.org/art/collection/search/76445,https://collectionapi.metmuseum.org/api/collection/v1/iiif/76445/main-image
78191,figure,,Central Tibet,Brass with colored pigments,http://www.metmuseum.org/art/collection/search/78191,https://collectionapi.metmuseum.org/api/collection/v1/iiif/78191/main-image
78429,figure,,Cambodia (probably Phnom Penh),"Silver, gold, and unfired clay",http://www.metmuseum.org/art/collection/search/78429,https://collectionapi.metmuseum.org/api/collection/v1/iiif/78429/main-image
78434,figure,"清早期  壽山石雕捧桃羅漢|Buddhist disciple, or luohan, holding a peach",China,Soapstone,http://www.metmuseum.org/art/collection/search/78434,https://collectionapi.metmuseum.org/api/collection/v1/iiif/78434/main-image
646117,figure,,"Pakistan, Khyber-Pakhtunkhwa province, possibly Takht-i-bahi monastery, ancient region of Gandhara",Schist,http://www.metmuseum.org/art/collection/search/646117,https://collectionapi.metmuseum.org/api/collection/v1/iiif/646117/main-image
653244,figures,,China,Mammoth ivory,http://www.metmuseum.org/art/collection/search/653244,https://collectionapi.metmuseum.org/api/collection/v1/iiif/653244/main-image
700507,figure,,Tibet,Bronze with later turquoise inlay,http://www.metmuseum.org/art/collection/search/700507,https://collectionapi.metmuseum.org/api/collection/v1/iiif/700507/main-image
705432,figure,,Thailand (Mon-Dvaravati),Copper alloy,http://www.metmuseum.org/art/collection/search/705432,https://collectionapi.metmuseum.org/api/collection/v1/iiif/705432/main-image
752004,figure,八髻文殊菩薩坐像|The Bodhisattva Monju (Manjushri) with Eight Topknots,Japan,Gilt bronze,http://www.metmuseum.org/art/collection/search/752004,https://collectionapi.metmuseum.org/api/collection/v1/iiif/752004/main-image
851372,figure,観音菩薩立像|The Bodhisattva Kannon (Avalokiteshvara),Japan,Cypress wood; single-block construction (ichiboku-zukuri),http://www.metmuseum.org/art/collection/search/851372,https://collectionapi.metmuseum.org/api/collection/v1/iiif/851372/main-image
